variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
Code_int,Non-categorical,Non-categorical variable,interviewer_code,NA,mali,va_4_weeks_to_59_months,NA,Interviewer code
Nom_sup,Non-categorical,Non-categorical variable,NA,NA,mali,va_4_weeks_to_59_months,NA,NA
Code_sup,Non-categorical,Non-categorical variable,qc_staff_code,NA,mali,va_4_weeks_to_59_months,NA,Quality control staff code
Date,Non-categorical,Non-categorical variable,qc_date,NA,mali,va_4_weeks_to_59_months,NA,Quality control date
meta:instanceID,Non-categorical,Non-categorical variable,NA,NA,mali,va_under_4_weeks,NA,NA
Date_interview,Non-categorical,Non-categorical variable,visit_date,NA,mali,va_under_4_weeks,NA,Visit date
Site,Non-categorical,Non-categorical variable,site,NA,mali,va_under_4_weeks,NA,Interview site ID
ID_sujet,Non-categorical,Non-categorical variable,filenumber,NA,mali,va_under_4_weeks,NA,File number
Debut,Non-categorical,Non-categorical variable,start_time,NA,mali,va_under_4_weeks,NA,Interview start time
Section_1.1:Date_naissance,Non-categorical,Non-categorical variable,date_birth_deceased,NA,mali,va_under_4_weeks,NA,Date of birth of deceased
Section_1.1:untitled6,Non-categorical,Non-categorical variable,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.1:Sexe,Categorical,fille,sex_deceased,female,mali,va_under_4_weeks,NA,Sex of deceased
Section_1.1:Sexe,Categorical,garcon,sex_deceased,male,mali,va_under_4_weeks,NA,Sex of deceased
Section_1.1:Date_deces,Non-categorical,Non-categorical variable,date_death_deceased,NA,mali,va_under_4_weeks,NA,Date of death of deceased
Section_1.1:Age_deces,Non-categorical,Non-categorical variable,age_months,NA,mali,va_under_4_weeks,NA,Age of child in months
Section_1.1:Numero_ID,Non-categorical,Non-categorical variable,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat,Categorical,complete,visit_outcome,completed,mali,va_under_4_weeks,NA,Visit outcome
Section_1.2:Autre_resultat,Non-categorical,Non-categorical variable,visit_outcome_other,NA,mali,va_under_4_weeks,NA,"Visit outcome, other"
Section_1.2:Resultat_complete,Categorical,oui,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,mere,relationship,mother,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,pere,relationship,father,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,soeur,relationship,sister,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,frere,relationship,brother,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,grandmere,relationship,grandmother,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,grandpere,relationship,grandfather,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,tante,relationship,aunt,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,oncle,relationship,uncle,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2.Resultat_rempli_oui.Section_2.Relation,Categorical,pas de relation,relationship,no_relation,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2:Resultat_rempli_oui:Section_2:Relation,Categorical,autres,relationship,other,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased?
Section_1.2:Resultat_comp_oui:Section_2:Autres_relations,Non-categorical,Non-categorical variable,relationship_other,NA,mali,va_under_4_weeks,NA,What is the respondent's relationship to the deceased? Other
Section_1.2:Resultat_comp_oui:Section_2:Viv_defunt,Categorical,oui,live_with_deceased,yes,mali,va_under_4_weeks,NA,Did the respondent live with the deceased in the period leading to her/his death?
Section_1.2:Resultat_comp_oui:Section_2:Viv_defunt,Categorical,non,live_with_deceased,no,mali,va_under_4_weeks,NA,Did the respondent live with the deceased in the period leading to her/his death?
Section_1.2:Resultat_comp_oui:Section_3:Ou_decede,Categorical,hopital,place_died,hospital,mali,va_under_4_weeks,NA,Where did the child die?
Section_1.2:Resultat_comp_oui:Section_3:Ou_decede,Categorical,maison,place_died,home,mali,va_under_4_weeks,NA,Where did the child die?
Section_1.2:Resultat_comp_oui:Section_3:Ou_decede,Categorical,autres,place_died,other,mali,va_under_4_weeks,NA,Where did the child die?
Section_1.2:Resultat_comp_oui:Section_3:Ou_decede,Categorical,centre_sante,place_died,other_health_facility,mali,va_under_4_weeks,NA,Where did the child die?
Section_1.2:Resultat_comp_oui:Section_3:Autres_decede,Non-categorical,Non-categorical variable,place_died_specific,NA,mali,va_under_4_weeks,NA,Where did the child die? Specific
Section_1.2:Resultat_comp_oui:Section_3:Decede_centre,Categorical,non,place_died_health_centre,no,mali,va_under_4_weeks,NA,Did the child die in a health centre?
Section_1.2:Resultat_comp_oui:Section_3:Decede_centre,Categorical,oui,place_died_health_centre,yes,mali,va_under_4_weeks,NA,Did the child die in a health centre?
Section_1.2:Resultat_comp_oui:Section_3:Code_centre,Non-categorical,Non-categorical variable,health_centre_code,NA,mali,va_under_4_weeks,NA,Health centre code
Section_1.2:Resultat_comp_oui:Section_4:Maladie,Non-categorical,Non-categorical variable,account_of_illness,NA,mali,va_under_4_weeks,NA,Family’s account of events around the child’s death
Section_1.2:Resultat_comp_oui:Section_4:Cause1_mort,Non-categorical,Non-categorical variable,cause_death1,NA,mali,va_under_4_weeks,NA,Cause of death according to the respondent
Section_1.2:Resultat_comp_oui:Section_4:Cause2_mort,Non-categorical,Non-categorical variable,cause_death2,NA,mali,va_under_4_weeks,NA,Cause of death 2 according to the respondent
Section_1.2:Resultat_comp_oui:Section_5:Nombre_maternite,Categorical,nombre_naissance,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Nombre_maternite1,Non-categorical,Non-categorical variable,number_previous_births,NA,mali,va_under_4_weeks,NA,"How many births, including stillbirths, did the mother have before this baby?"
Section_1.2:Resultat_comp_oui:Section_5:Grossesse_mois,Categorical,ne_sait_pas,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Grossesse_mois,Categorical,mois,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Grossesse_mois1,Non-categorical,Non-categorical variable,duration_pregnancy_months,NA,mali,va_under_4_weeks,NA,Duration of the pregnancy in months
Section_1.2:Resultat_comp_oui:Section_5:Grossesse_courte,Categorical,oui,pregnancy_end_early,yes,mali,va_under_4_weeks,NA,Did the pregnancy end earlier than expected?
Section_1.2:Resultat_comp_oui:Section_5:Grossesse_courte,Categorical,non,pregnancy_end_early,no,mali,va_under_4_weeks,NA,Did the pregnancy end earlier than expected?
Section_1.2:Resultat_comp_oui:Section_5:Semaines_avant,Categorical,ne_sait_pas,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Semaines_avant,Categorical,semaines,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Semaines_avant1,Non-categorical,Non-categorical variable,weeks_pregnancy_end_early,NA,mali,va_under_4_weeks,NA,"If the pregnancy ended early, how many weeks before the expected due date?"
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues,Categorical,Suivante,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_hyper,Categorical,oui,mother_high_blood_pressure,yes,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_hyper,Categorical,non,mother_high_blood_pressure,no,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_hyper,Categorical,ne_sait_pas,mother_high_blood_pressure,dk,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from high blood pressure?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_coeur,Categorical,oui,mother_heart_disease,yes,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from heart disease?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_coeur,Categorical,non,mother_heart_disease,no,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from heart disease?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_coeur,Categorical,ne_sait_pas,mother_heart_disease,dk,mali,va_under_4_weeks,NA,During the pregnancy did the baby's mother suffer from heart disease?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_diabete,Categorical,oui,mother_diabetes,yes,mali,va_under_4_weeks,NA,Did the baby's mother have diabetes mellitus?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_diabete,Categorical,non,mother_diabetes,no,mali,va_under_4_weeks,NA,Did the baby's mother have diabetes mellitus?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_diabete,Categorical,ne_sait_pas,mother_diabetes,dk,mali,va_under_4_weeks,NA,Did the baby's mother have diabetes mellitus?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_epilepsie,Categorical,oui,mother_epilepsy,yes,mali,va_under_4_weeks,NA,During the pregnancy did the mother suffer from epilepsy?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_epilepsie,Categorical,non,mother_epilepsy,no,mali,va_under_4_weeks,NA,During the pregnancy did the mother suffer from epilepsy?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_epilepsie,Categorical,ne_sait_pas,mother_epilepsy,dk,mali,va_under_4_weeks,NA,During the pregnancy did the mother suffer from epilepsy?
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_autre,Categorical,oui,mother_other_illness,yes,mali,va_under_4_weeks,NA,Did the child's mother suffer from any of the following illnesses? Other
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_autre,Categorical,non,mother_other_illness,no,mali,va_under_4_weeks,NA,Did the child's mother suffer from any of the following illnesses? Other
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_autre,Categorical,ne_sait_pas,mother_other_illness,dk,mali,va_under_4_weeks,NA,Did the child's mother suffer from any of the following illnesses? Other
Section_1.2:Resultat_comp_oui:Section_5:Mal_connues1:Mal_autre1,Non-categorical,Non-categorical variable,mother_other_illness_specific,NA,mali,va_under_4_weeks,NA,"Did the child's mother suffer from any of the following illnesses? Other, specify"
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse,Categorical,suivante,NA,NA,mali,va_under_4_weeks,NA,NA
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_saigne,Categorical,oui,late_pregnancy_mother_vaginal_bleeding,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from vaginal bleeding?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_saigne,Categorical,non,late_pregnancy_mother_vaginal_bleeding,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from vaginal bleeding?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_saigne,Categorical,ne_sait_pas,late_pregnancy_mother_vaginal_bleeding,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from vaginal bleeding?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_ecoule,Categorical,oui,late_pregnancy_mother_smelly_discharge,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from smelly vaginal discharge?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_ecoule,Categorical,non,late_pregnancy_mother_smelly_discharge,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from smelly vaginal discharge?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_ecoule,Categorical,ne_sait_pas,late_pregnancy_mother_smelly_discharge,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from smelly vaginal discharge?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_visage,Categorical,oui,late_pregnancy_mother_puffy_face,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from puffy face?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_visage,Categorical,non,late_pregnancy_mother_puffy_face,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from puffy face?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_visage,Categorical,ne_sait_pas,late_pregnancy_mother_puffy_face,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from puffy face?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_tete,Categorical,oui,late_pregnancy_mother_headache,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from headaches?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_tete,Categorical,non,late_pregnancy_mother_headache,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from headaches?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_tete,Categorical,ne_sait_pas,late_pregnancy_mother_headache,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from headaches?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_vision,Categorical,oui,late_pregnancy_mother_blurry_vision,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from blurry vision?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_vision,Categorical,non,late_pregnancy_mother_blurry_vision,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from blurry vision?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_vision,Categorical,ne_sait_pas,late_pregnancy_mother_blurry_vision,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from blurry vision?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_convulsion,Categorical,oui,late_pregnancy_mother_convulsions,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from convulsions?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_convulsion,Categorical,non,late_pregnancy_mother_convulsions,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from convulsions?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_convulsion,Categorical,ne_sait_pas,late_pregnancy_mother_convulsions,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from convulsions?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_febrile,Categorical,oui,late_pregnancy_mother_febrile_illness,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from febrile illness?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_febrile,Categorical,non,late_pregnancy_mother_febrile_illness,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from febrile illness?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_febrile,Categorical,ne_sait_pas,late_pregnancy_mother_febrile_illness,dk,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from febrile illness?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_abdominale,Categorical,oui,late_pregnancy_mother_abdominal_pain,yes,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from abdominal pain?
Section_1.2:Resultat_comp_oui:Section_5:Mal_grossesse1:Mal_abdominale,Categorical,non,late_pregnancy_mother_abdominal_pain,no,mali,va_under_4_weeks,NA,During the last 3 months of pregnancy did the mother suffer from abdominal pain?
